Name,FitNum,N,DF,K,ChiSq,RedChiSq,Rsq,AdjRsq,AIC,BIC,RSS,TSS,SDR
GN1,1,408,395,13,390.7991738434538,0.989364997072035,0.394670690910235,0.3746978964478823,9.349923621429694,60.572539020663484,390.79917384345424,645.5976407801892,0.9946682849432951
