Offset,SLP,R1p,R1p err,R2eff,R2eff err,Sim R1p, Sim R2eff,Residual R1p, Residual R2eff
1272.0,500.0,2.806004112928475,0.13236597398190522,9.221481522953873,0.9890300861704613,2.711392708870484,8.514551166962423,0.09461140405799107,0.7069303559914495
1431.0,500.0,2.5005463523455727,0.13807095585763668,8.118116992332947,1.2690162304095967,2.537343772737204,8.456323702238926,-0.03679742039163125,-0.3382067099059789
1590.0,500.0,2.397150368421541,0.13018245449139815,8.286841215634304,1.4466395072902127,2.407745060880577,8.404573676116094,-0.01059469245903566,-0.11773246048178976
1749.0,500.0,2.3640364699126017,0.14631393017733474,9.085380600429062,1.9366117650829238,2.3091078642115743,8.358345355655842,0.05492860570102742,0.7270352447732193
1113.0,500.0,2.8671264068497533,0.13179869786927814,8.081841910574719,0.7848712625125894,2.950813725310257,8.58020625224322,-0.08368731846050359,-0.49836434166850196
954.0,500.0,3.3482336471836094,0.1286230923165154,8.930906789515479,0.5968708294634665,3.2887530010145007,8.654888992270994,0.05948064616910864,0.27601779724448505
477.0,500.0,5.55540312372476,0.1607379111727857,8.959851664619453,0.30702805593771676,5.551167384153766,8.951760910693064,0.0042357395709942125,0.008090753926389027
318.0,500.0,6.953366967734175,0.19285746791742392,9.03192599117825,0.27086754226015025,6.9907684204714515,9.084456181941942,-0.03740145273727613,-0.05253019076369192
795.0,500.0,3.655468851874937,0.1494340498998456,8.309046521696656,0.5272182714516451,3.7776337578059436,8.74005652631184,-0.12216490593100637,-0.43101000461518346
636.0,500.0,4.5275859327675665,0.14563843314740205,8.916947124464446,0.3812790877649681,4.497492323717801,8.838162537469906,0.030093609049765213,0.07878458699454072
-1749.0,500.0,3.1390005032407577,0.14391796692366354,19.342807645416674,1.9048987858734787,3.1229991117504925,19.131013163645957,0.01600139149026525,0.2117944817707169
-1590.0,500.0,3.2010169263910426,0.14430666140319448,17.219727954414594,1.6035933441768582,3.1500981203815273,16.65389781451445,0.05091880600951537,0.5658301399001431
159.0,500.0,8.477805039153274,0.202991805860086,9.151602070548476,0.22351914923588134,8.558451253756685,9.240403552957442,-0.08064621460341037,-0.08880148240896624
10.0,500.0,9.20869641157382,0.2023556196198717,9.211653999052718,0.20243656186771963,9.40832373936058,9.41136117777059,-0.19962732778675907,-0.19970717871787258
-318.0,500.0,7.668992460501909,0.19899082909834837,10.03701913326856,0.2794818235053139,7.5698573647951255,9.897784287888765,0.09913509570678336,0.1392348453797947
-477.0,500.0,6.247780678255244,0.18528108139097996,10.282373109569003,0.3539083580622131,6.209951465866692,10.210114925718232,0.037829212388551525,0.07225818385077076
-10.0,500.0,9.763677244879357,0.2129653494399523,9.766856824691576,0.21305053557972828,9.433707240343399,9.436754832153804,0.3299700045359586,0.33010199253777195
-159.0,500.0,9.194889863294433,0.2284214475224472,9.941201380446087,0.25152033798170714,8.921625816979107,9.640303780711168,0.27326404631532597,0.3008975997349186
-954.0,500.0,3.9900810404941587,0.15422861424193243,11.909376511666927,0.715692332159575,3.94099178430675,11.68157958554248,0.04908925618740856,0.2277969261244479
-1113.0,500.0,3.504603651522292,0.14869672030572234,11.878067350870284,0.8855002703713197,3.6025454138031963,12.461317988827,-0.09794176228090423,-0.5832506379567164
-636.0,500.0,5.112767493740167,0.16197415935001683,10.448943088185738,0.42404575759179436,5.168377407191204,10.594528951841937,-0.05560991345103705,-0.14558586365619952
-795.0,500.0,4.4901456962634345,0.14166036921993125,11.253869896383712,0.49979194864483933,4.4392925019478096,11.074454741518757,0.05085319431562496,0.17941515486495518
-1272.0,500.0,3.35986101992879,0.15843626387314655,13.35986488521818,1.1838256237392635,3.3759405072325146,13.480009785264421,-0.016079487303724438,-0.12014490004624179
-1431.0,500.0,3.156481093655112,0.14494870889789221,14.146842060837542,1.3322299612237192,3.2310152233219136,14.83188852610682,-0.07453412966680162,-0.6850464652692771
765.0,800.0,5.2493423156615275,0.16445434955629432,8.390002206384867,0.31483371942986044,5.424703880408247,8.72571685195799,-0.17536156474671927,-0.33571464557312325
510.0,800.0,6.750386643447494,0.1701605894909876,8.756269280108244,0.23931491656380927,6.840781907309998,8.883401744174868,-0.0903952638625034,-0.1271324640666247
-2295.0,800.0,3.938044282092186,0.1383250784375473,21.41235904038264,1.2767026507149262,3.9560157844921346,21.57823109345148,-0.01797150239994849,-0.16587205306883845
-2040.0,800.0,4.148895651787434,0.1501289015016555,19.326822665089907,1.1263420835161704,4.10169315987089,18.97268596948603,0.047202491916544354,0.35413669560387717
-1785.0,800.0,4.134515649891486,0.1411061182390136,15.683525517043511,0.8435996207172967,4.232829760143872,16.271294120950444,-0.09831411025238612,-0.5877686039069321
-1530.0,800.0,4.347905082648789,0.13987057314598314,13.61339711623041,0.6514690492044705,4.456378705452842,14.118629963443848,-0.10847362280405282,-0.5052328472134384
255.0,800.0,8.362820296855226,0.19312527755166764,9.028116734634223,0.21274710750916323,8.411347880138228,9.081574796203126,-0.04852758328300233,-0.05345806156890376
10.0,800.0,9.325123799916307,0.2051023569613095,9.32629729930468,0.2051344042045847,9.321180441450212,9.322353324688825,0.0039433584660955034,0.00394397461585605
-2805.0,800.0,3.2716482836572918,0.1329212094543192,21.18272244375701,1.7670265204180995,3.289931640133929,21.425777528111926,-0.01828335647663737,-0.24305508435491419
-2550.0,800.0,3.6007428324569317,0.1505129502222536,21.746935497466122,1.6797480421288224,3.6841573360286772,22.677854390842985,-0.08341450357174551,-0.9309188933768624
