r1b,r1c,lf,k12,k31,pc,dwb,dwc,te,kexbc,k13,r2c,r2b,pb,r1,r2,k23,k21,alignmag,kexab,kexac,k32
1.9,1.9,70.957725,0.0,0.0,0.00062,18.72,65.71,0.0,1697.0,0.0,6.34,6.34,0.00081,1.9,6.34,0.0,0.0,auto,1425.0,41211.0,0.0
