SBS,JS,r_pearson,RMSD,p_rand,FDR,FDR_BH
SBS19,0.0895686084244302,0.452770908016602,0.0680857288076909,0.026745,1,0.6138852
SBS36,0.0900656738825465,0.490812934226775,0.0665411844302314,0.027286,0.94923767261863,0.6138852
SBS49,0.0955886193319781,0.457099216643046,0.0681136922948298,0.03403,0.789233990549781,0.6138852
SBS53,0.0957887422150546,0.303848917076916,0.0748439580718113,0.034307,0.596743693368895,0.6138852
SBS96,0.106226922864024,0.482018089051395,0.078567867808681,0.050032,0.696214311169908,0.6138852
SBS5,0.110762398020517,0.234125746312566,0.0770570158678569,0.058048,0.67313333357969,0.6138852
SBS8,0.111242730794551,0.515222145837725,0.0781982126500994,0.058898,0.585420052584707,0.6138852
SBS40c,0.119499145338224,0.163798286709268,0.0830723084867216,0.07526,0.654544704622133,0.6138852
SBS24,0.120503483582636,0.209026853648584,0.08243582488208,0.077507,0.599188548393984,0.6138852
SBS18,0.121024000254322,0.203778570089009,0.0807043750898639,0.078631,0.547090137328121,0.6138852
SBS12,0.127693026102961,0.279772015018855,0.0809765709456994,0.093996,0.594540951906477,0.6138852
SBS33,0.132135045379554,0.281670082913547,0.0774527638855708,0.105181,0.609847343226686,0.6138852
SBS31,0.132631564998353,0.193553178070186,0.0855805421601477,0.106447,0.569711728963488,0.6138852
SBS3,0.132722771451116,0.0835409748259098,0.0822231335246653,0.10668,0.530175992476285,0.6138852
SBS95,0.132869147958937,0.359894998681147,0.0871206799673608,0.107073,0.496653841140974,0.6138852
SBS35,0.136735334093275,0.192195687068588,0.0812029621059811,0.117178,0.509555138175739,0.627324470588235
SBS39,0.139144846317469,-0.00596352414564318,0.0842857070267621,0.124006,0.507526664528441,0.627324470588235
SBS52,0.147855426674648,-0.118532529202599,0.0864958275853314,0.149982,0.579737938929558,0.629242454545455
SBS85,0.148313169999765,0.462948887092991,0.091278164525496,0.151354,0.554249600533608,0.629242454545455
SBS94,0.14856177172016,0.0420163527266929,0.0858458001768864,0.152143,0.529281929286873,0.629242454545455
SBS26,0.149268779386553,0.00478960561054585,0.093309256876786,0.154316,0.511277580645985,0.629242454545455
SBS16,0.151369652794084,0.161387335555872,0.0882185896168788,0.160969,0.509078378268404,0.629242454545455
SBS98,0.155946118956549,-0.000763350270415638,0.0924178579578361,0.175999,0.532411528585152,0.634633692307692
SBS46,0.156507584697164,0.315254239630295,0.0826090279809978,0.177879,0.51567790554292,0.634633692307692
SBS48,0.160464124328976,0.42710100098274,0.0824848493616706,0.191344,0.532524908684422,0.634633692307692
SBS40a,0.160604269842324,-0.0644586469722959,0.0990310328186178,0.191866,0.513440071534701,0.634633692307692
SBS97,0.162970711243304,-0.132053439635457,0.0947139268199367,0.200186,0.515863766063272,0.637629481481481
SBS45,0.165153843357463,0.0894671184957652,0.0922223058619189,0.207932,0.516688013065143,0.638648285714286
SBS4,0.16908298246289,0.424193487884303,0.103369040367811,0.222252,0.53322777934582,0.64200664516129
SBS22b,0.171448329199435,0.187112725365379,0.095040227989197,0.230967,0.535665610036178,0.64200664516129
SBS32,0.171579878381864,0.226509319377836,0.0922841913518677,0.231421,0.519405039178962,0.64200664516129
SBS89,0.174514543421615,-0.0721834436541003,0.0975132019661837,0.242521,0.527308119551104,0.6517751875
SBS87,0.179766548148321,0.105583879881959,0.0986529866496107,0.263004,0.554515257795407,0.655375783783784
SBS51,0.180192942272454,0.334607881543374,0.136260559090287,0.26475,0.541778964057807,0.655375783783784
SBS38,0.180735455177076,-0.263268669823846,0.102572497843007,0.266903,0.530579538507304,0.655375783783784
SBS40b,0.184521976295399,-0.182951857444626,0.109422468853506,0.281731,0.544499170809042,0.655375783783784
SBS57,0.184584536944769,0.0438811815901205,0.0948912915120325,0.281964,0.53022112343968,0.655375783783784
SBS37,0.189991399376843,-0.35996537941107,0.0985110179606433,0.303647,0.555968882398973,0.687201105263158
SBS7b,0.192148307472059,-0.179446577999526,0.09839387469655,0.312399,0.557327040425328,0.68724105
SBS2,0.193920297083853,0.424217595682052,0.0950390274199682,0.319647,0.556001199038934,0.68724105
SBS60,0.196768709630879,-0.157997685419603,0.107054678731176,0.331432,0.562439310986493,0.695198829268293
SBS42,0.202305312729212,0.253380974126062,0.110474383432846,0.354673,0.587548774464259,0.714934
SBS92,0.202960593432712,0.022111815019781,0.104045636500058,0.357467,0.578405730032718,0.714934
SBS59,0.206128502880396,-0.324927304754915,0.118685441631507,0.370928,0.586545933360903,0.724995636363636
SBS25,0.212757085592407,0.350498588848351,0.0934852928519936,0.398714,0.616472996979264,0.755076260869565
SBS1,0.213984107350887,0.0918271355164569,0.126775848705683,0.403878,0.610882173597333,0.755076260869565
SBS86,0.216156488942367,-0.0227763905693207,0.11057433586731,0.413183,0.611659426758611,0.756036978723404
SBS29,0.21907260241817,-0.185655067237391,0.113404931488276,0.425462,0.616715163251709,0.762286083333333
SBS11,0.232314657426458,-0.0673462079050542,0.104138605900373,0.480781,0.682678621883178,0.843819714285714
SBS34,0.24336293622597,0.35027062723225,0.111866878680533,0.526426,0.732541803189819,0.893764274509804
SBS9,0.24426207212029,-0.0848428436852002,0.12257077132122,0.530023,0.723085456384793,0.893764274509804
SBS6,0.251273994457949,0.00328543299077844,0.11902117884468,0.557836,0.746394243233901,0.922574923076923
SBS22a,0.256384331733422,0.219792350541464,0.111133891820643,0.577798,0.758516882337475,0.937559018867925
SBS7a,0.265383487989776,-0.0126067905305304,0.124331864550309,0.612445,0.789111586740883,0.97537537037037
SBS84,0.281958594530554,-0.312153898893855,0.121280217610838,0.672364,0.850563710344369,1
SBS58,0.296313638442581,-0.0448010746363201,0.130339510317636,0.719528,0.89397373339538,1
SBS93,0.298758059317255,-0.174596964321871,0.14671127258223,0.727129,0.887568124587394,1
SBS43,0.309531089627313,-0.169435525592625,0.133960706605148,0.759053,0.910561312374653,1
SBS55,0.323752162468612,0.371994880749295,0.136572908576617,0.797557,0.940534663533539,1
SBS7c,0.331803054929869,-0.107583703577701,0.131796227278398,0.817509,0.947995724919719,1
SBS28,0.332789557743136,-0.362552193748576,0.156900183766498,0.819875,0.935153482706197,1
SBS10c,0.337073705453959,-0.316541618816655,0.141109302987773,0.829539,0.930915381048991,1
SBS27,0.337905850540839,-0.331331719939624,0.137463368263766,0.831482,0.918284786435376,1
SBS88,0.339521796010964,-0.257689503291936,0.144705513991895,0.835084,0.90785246165737,1
SBS30,0.346821817105217,-0.438592812200805,0.149299046045307,0.850721,0.91062356247813,1
SBS91,0.356189465212639,-0.0695505639646893,0.177785228402697,0.868898,0.915988347074404,1
SBS10d,0.356739600536301,-0.206322940255151,0.168690912392709,0.869935,0.903393763495235,1
SBS7d,0.365915162359638,-0.0306686563263502,0.148776170349935,0.886121,0.906669910122507,1
SBS41,0.366467758674574,-0.407326477451739,0.16110616982944,0.887015,0.894431241139549,1
SBS15,0.368301174123115,-0.317153518418787,0.181333524827811,0.890006,0.884626573603016,1
SBS21,0.370525020286383,-0.299068496073669,0.181980267183155,0.893528,0.875618450714115,1
SBS54,0.378301760147798,0.35049264275421,0.183363448623995,0.905464,0.874991387524692,1
SBS14,0.437808303020052,-0.27484391681377,0.201819601018569,0.965373,0.920104965995774,1
SBS10a,0.483393835283979,-0.322438889577069,0.187562650909758,0.986167,0.927222224537776,1
SBS13,0.49201468757268,-0.393722417931281,0.171261377604894,0.988584,0.917101493169162,1
SBS50,0.496175120883622,-0.365869315946082,0.205016649389596,0.989598,0.905962670608073,1
SBS44,0.510078992047024,0.00144995698532849,0.16183876213143,0.99241,0.896737833952671,1
SBS90,0.524561211632162,-0.357336521606964,0.19160142519852,0.994616,0.887208972563418,1
SBS10b,0.539648947396254,-0.481017434048743,0.183041354007565,0.996316,0.877475703711091,1
SBS17b,0.549190064843889,-0.382931836799976,0.209380395760087,0.997088,0.867178674518035,1
SBS17a,0.55653576486092,-0.398475675440336,0.210157256628926,0.997604,0.856915995590409,1
SBS20,0.567258525991248,-0.157501407623702,0.180205244505804,0.998224,0.8469918697805,1
SBS47,0.598422243004093,-0.386639624577313,0.236255188618761,0.99931,0.837697516114026,1
SBS56,0.603379426454766,-0.281052033841716,0.195518715924702,0.999405,0.827803614799341,1
SBS23,0.689550076654334,-0.380353152080832,0.20960233475891,0.999985,0.81853950877937,1
SBS99,0.838396649691301,-0.460363501258522,0.258705994603747,1,0.809033743020639,1
