SBS,JS,r_pearson,RMSD,p_rand,FDR,FDR_BH
SBS15,0.576983499147329,-0.506600892812494,0.195803231909679,0.998665,1,1
SBS14,0.58422038570318,-0.410930473371485,0.208047602037175,0.998943,1,1
SBS56,0.589266773200695,-0.381345363578189,0.246755441859944,0.999087,1,1
SBS52,0.590880936379693,-0.418314269780814,0.235608939990446,0.999129,1,1
SBS10d,0.592960539009202,-0.367705562355498,0.260645099560746,0.999185,1,1
SBS88,0.615910388580331,-0.447657167053739,0.201344557703772,0.999598,1,1
SBS10a,0.626030448033022,-0.436669638335636,0.24006578054609,0.999711,1,1
SBS13,0.6337129544598,-0.354830683793346,0.229925159242361,0.999784,1,1
SBS91,0.646638024183363,-0.484724863620031,0.213800163814595,0.999877,1,1
SBS48,0.674954529484043,-0.281350297645392,0.24765817123725,0.999961,1,1
SBS59,0.711079295029164,-0.361740779848604,0.266776845442872,0.999996,1,1
SBS99,0.786817125037599,-0.324206668460167,0.307325503410861,1,1,1
